sex,name,nickname
1,basil,bazel
1,basil,bazil
1,benedict,benedick
1,benjamin,bejamin
1,benjamin,ben
1,benjamin,bengaman
1,benjamin,bengamin
1,benjamin,bengamine
1,benjamin,bengeman
1,benjamin,bengiman
1,benjamin,bengman
1,benjamin,benie
1,benjamin,benj
1,benjamin,benja
1,benjamin,benjam
1,benjamin,benjaman
1,benjamin,benjamen
1,benjamin,benjamine
1,benjamin,benjamon
1,benjamin,benjeman
1,benjamin,benjemin
1,benjamin,benjiman
1,benjamin,benjimen
1,benjamin,benjimin
1,benjamin,benjimine
1,benjamin,benjm
1,benjamin,benjman
1,benjamin,benjmin
1,benjamin,benjmine
1,benjamin,benjmon
1,benjamin,benjn
1,benjamin,benjr
1,benjamin,benn
1,benjamin,benney
1,benjamin,bennie
1,benjamin,benno
1,benjamin,benny
1,benjamin,beny
1,bennett,benett
1,bennett,bennet
1,bentley,bent
1,bentley,bently
1,bernard,barnard
1,bernard,benard
1,bernard,bernardo
1,bernard,bernerd
1,bernard,bernie
1,bernard,berny
1,bernard,burnard
1,bernard,burnie
1,bernhard,barnhard
1,bernhard,barnhardt
1,bernhard,barnhart
1,bernhard,benhard
1,bernhard,benhart
1,bernhard,bernhardt
1,bernhard,bernhart
1,berry,bery
1,bert,berta
1,bert,bertie
1,bert,bertis
1,bert,berttie
1,bert,birt
1,bert,birtie
1,bert,birty
1,bert,burt
1,bert,burtie
1,bertram,bertran
1,bertram,bertrum
1,beverly,bevely
1,beverly,beverley
1,bismarck,bismark
1,bolivar,boliver
1,boone,boon
1,bradley,brad
1,bryant,briant
1,burton,berton
1,burton,burten
1,byron,biron
1,byron,byram
1,caesar,ceasar
1,caesar,ceaser
1,caesar,ceasor
1,caesar,cesar
1,caesar,cesario
1,caesar,cezar
1,cair,stcair
1,caleb,calab
1,caleb,calib
1,caleb,calob
1,caleb,calup
1,calvin,cal
1,calvin,call
1,calvin,callie
1,calvin,cally
1,calvin,calvan
1,calvin,calven
1,calvin,colvin
1,cameron,cam
1,camilla,camile
1,care,stcare
1,carey,carrie
1,carey,carry
1,caroline,cary
1,carroll,carel
1,carroll,carol
1,carroll,caroll
1,carroll,carrol
1,casper,caspar
1,casper,kasper
1,cassius,cas
1,cassius,cashus
1,cassius,casius
1,cassius,cass
1,cassius,cassus
1,catherine,kay
1,celia,seeley
1,celia,seely
1,cephas,cephus
1,chan,chanfan
1,charles,carl
1,charles,carle
1,charles,carles
1,charles,carley
1,charles,carlie
1,charles,carlos
1,charles,carly
1,charles,ch
1,charles,cha
1,charles,chales
1,charles,chalie
1,charles,chals
1,charles,char
1,charles,charels
1,charles,chares
1,charles,charl
1,charles,charle
1,charles,charless
1,charles,charley
1,charles,charlie
1,charles,charlis
1,charles,charls
1,charles,charly
1,charles,chars
1,charles,chas
1,charles,chls
1,charles,chrles
1,charles,chs
1,charles,chuck
1,charles,karl
1,chauncey,chance
1,chauncey,chancey
1,chauncey,chancy
1,chauncey,channcy
1,chauncey,chauncy
1,chester,ches
1,chester,chess
1,chin,chinlen
1,chong,stchong
1,christian,christan
1,christian,christina
1,christian,christion
1,christian,cristian
1,christine,christain
1,christine,christean
1,christine,christen
1,christine,christn
1,christine,christon
1,christopher,chistopher
1,christopher,chris
1,christopher,chriss
1,christopher,christ
1,christopher,christie
1,christopher,christifer
1,christopher,christin
1,christopher,christof
1,christopher,christofer
1,christopher,christoff
1,christopher,christoffer
1,christopher,christoper
1,christopher,christoph
1,christopher,christophe
1,christopher,christpher
1,christopher,christy
1,christopher,cris
1,christopher,criss
1,christopher,crist
1,christopher,cristopher
1,christopher,kit
1,christopher,kitt
1,cicero,cisero
1,clai,stclai
1,claiborne,clabe
1,claiborne,claborn
1,claiborne,claborne
1,claiborne,claiborn
1,claiborne,clayborn
1,claiborne,clayborne
1,claiborne,clayburn
1,clain,stclain
1,claior,stclaior
1,clair,saintclair
1,clair,stclair
1,claire,clare
1,claire,saintclare
1,claire,stclaire
1,claire,stclare
1,clara,stclara
1,clarence,claranc
1,clarence,clarance
1,clarence,clarenc
1,clarence,clarince
1,clarence,clarnce
1,clarence,clarrance
1,clarence,clarrence
1,clari,stclari
1,claude,claud
1,claude,clauda
1,claude,claudie
1,claude,claudus
1,claude,claudy
1,claude,stclaud
1,clayton,claton
1,clear,stclear
1,clement,clem
1,clement,clemant
1,clement,clemence
1,clement,clemente
1,clement,clements
1,clement,clemment
1,clement,clemont
1,clifford,cliff
1,clifford,cliford
1,clinton,clint
1,clinton,clinten
1,cloud,stcloud
1,clyde,clide
1,clyde,cloyd
1,coleman,colman
1,colombe,stcolombe
1,columbus,collumbus
1,columbus,colombus
1,commodore,commadore
1,commodore,comodore
1,conn,con
1,conrad,conard
1,conrad,conrod
1,conrad,coonrad
1,conrad,coonrod
1,conrad,konrad
1,constantine,constant
1,corey,corry
1,corey,cory
1,cornelius,carnelius
1,cornelius,conelius
1,cornelius,cornealus
1,cornelius,corneilius
1,cornelius,corneilus
1,cornelius,cornelas
1,cornelius,corneleus
1,cornelius,cornelias
1,cornelius,cornelious
1,cornelius,cornelis
1,cornelius,cornelous
1,cornelius,corneluis
1,cornelius,cornelus
1,cornelius,cornielus
1,cornelius,cornilius
1,crawford,crofford
1,croix,stcroix
1,crowling,stcrowling
1,cud,cudjr
1,curtis,curt
1,curtis,curtice
1,curtis,curtiss
1,curtis,curtus
1,cyr,saintcyr
1,cyr,stcyr
1,cyril,cyrille
1,cyrus,cirus
1,cyrus,cyras
1,cyrus,siras
1,cyrus,syrus
1,dallas,dallis
1,daniel,daiel
1,daniel,dan
1,daniel,danel
1,daniel,danial
1,daniel,danie
1,daniel,daniell
1,daniel,danil
1,daniel,danl
1,daniel,dann
1,daniel,dannel
1,daniel,dannie
1,daniel,danniel
1,daniel,dannil
1,daniel,danny
1,daniel,danuel
1,daniel,jf
1,darius,darias
1,darius,derias
1,darius,derius
1,david,dav
1,david,dave
1,david,daved
1,david,davey
1,david,davidh
1,david,davie
1,david,davied
1,david,davies
1,david,davy
1,decatur,decater
1,decatur,decator
1,dempsey,demps
1,denise,stdenise
1,dennis,denis
1,dennis,dennes
1,dennis,dennie
1,dennis,denny
1,dennis,dinnis
1,dennis,stdenis
1,derrick,derick
1,devon,stdevon
1,dewitt,dewit
1,dietrich,dederick
1,dietrich,dedrick
1,dietrich,deidrich
1,dietrich,detrick
1,dietrich,diedrich
1,dietrich,diedrick
1,dominic,dom
1,dominic,domenick
1,dominic,dominick
1,dominic,domnick
1,donald,don
1,donald,donnie
1,dorothy,dora
1,douglas,douglass
1,douglas,dug
1,douglas,duglas
1,douglas,duglass
1,drew,drue
1,drury,drewry
1,dudley,dudly
1,dura,durac
1,dwight,dewight
1,earl,earle
1,earl,erl
1,earl,erle
1,earnest,earnst
1,ebenezer,ebeneezer
1,ebenezer,ebenezar
1,ebenezer,ebinezer
1,edgar,edgard
1,edgar,edger
1,edgar,egar
1,edmund,edman
1,edmund,edmand
1,edmund,edmon
1,edmund,edmond
1,edmund,edmun
1,edna,edney
1,edward,ed
1,edward,edd
1,edward,edde
1,edward,eddey
1,edward,eddie
1,edward,eddward
1,edward,eddy
1,edward,edie
1,edward,edouard
1,edward,eduard
1,edward,eduward
1,edward,edvard
1,edward,edw
1,edward,edwad
1,edward,edwar
1,edward,edwardo
1,edward,edwards
1,edward,edwart
1,edward,edwd
1,edward,edwerd
1,edward,edword
1,edward,edwrd
1,edward,edy
1,edward,esqedie
1,edward,eward
1,edward,ewd
1,edward,ned
1,edward,neddie
1,edwin,edwan
1,eger,steger
1,eleazar,eleazer
1,eli,ely
1,elias,ellias
1,elihu,elihue
1,elijah,elia
1,elijah,eliah
1,elijah,eliga
1,elijah,eligah
1,elijah,eligha
1,elijah,eligia
1,elijah,eliha
1,elijah,elija
1,elijah,lige
1,eliphelet,eliphalet
1,elizabeth,eliza
1,elizabeth,elizah
1,elizabeth,elza
1,elizabeth,elzie
1,elizabeth,elzy
1,elkanah,elkana
1,elliot,eliot
1,elliot,eliott
1,elliot,elliott
1,ellis,elis
1,elmer,almer
1,elmer,ellmer
1,elmer,elmar
1,elmer,elmor
1,elmer,stelmor
1,elmo,elma
1,elmo,saint
1,elmo,stelma
1,elmo,stelmo
1,elmon,stelmon
1,elmore,saintelmore
1,elmore,stelmore
1,elms,stelms
1,elwin,alwin
1,emerson,emmerson
1,emery,amory
1,emery,em
1,emery,emory
1,emery,emry
1,emil,ameil
1,emil,amiel
1,emil,amil
1,emil,amile
1,emil,emel
1,emil,emiel
1,emil,emile
1,emil,emille
1,emil,emmil
1,emmanuel,amanuel
1,emmanuel,emanel
1,emmanuel,emaniel
1,emmanuel,emanual
1,emmanuel,emanuel
1,emmanuel,emanul
1,emmanuel,immanuel
1,emmanuel,mannie
1,emmanuel,manny
1,emmanuel,manuel
1,emmet,emet
1,emmet,emett
1,emmet,emit
1,emmet,emitt
1,emmet,emmett
1,emmet,emmit
1,emmet,emmitt
1,enoch,enick
1,enoch,enoc
1,enoch,enock
1,ephraim,ephram
1,ephraim,ephrem
1,ephraim,ephriam
1,ephraim,ephrim
1,ephraim,ephrum
1,ephraim,epraim
1,erasmus,rasmus
1,eric,erich
1,eric,erick
1,eric,erik
1,eric,errick
1,ernest,earnest
1,ernest,earnist
1,ernest,ernast
1,ernest,erneste
1,ernest,ernie
1,ernest,ernist
1,ernest,ernst
1,erskine,erskin
1,erwin,erven
1,esau,esaw
1,ethan,eathan
1,ethan,ethen
1,eugene,eug
1,eugene,eugean
1,eugene,eugen
1,eugene,eugenia
1,eugene,eugenie
1,eugene,eugenio
1,eugene,eugine
1,eugene,eugne
1,eugene,euguene
1,eugene,eugune
1,eugene,eujene
1,eugene,gene
1,eugene,genie
1,eugene,jene
1,eugene,ugene
1,eunice,enis
1,eusebius,eusebe
1,eusebius,eusebio
1,eustace,estus
1,evan,evans
1,evan,even
1,evan,evin
1,everett,everet
1,everett,everitt
1,everett,evertt
1,everett,evrett
1,ezekiel,ezekel
1,ezekiel,ezekial
1,ezekiel,ezkiel
1,ezekiel,zeke
1,ezra,esra
1,ezra,ezera
1,faustino,faustin
1,felix,felex
1,felix,felis
1,felix,feliz
1,felix,phelix
1,ferdinand,ferd
1,ferdinand,ferdanand
1,ferdinand,ferdenand
1,ferdinand,ferdinad
1,ferdinand,ferdinan
1,ferdinand,ferdinant
1,ferdinand,ferdnand
1,ferdinand,fernand
1,ferdinand,fernando
1,ferdinand,fredinand
1,feugos,stfeugos
1,fillmore,philmore
1,firmin,ferman
1,firmin,fermin
1,firmin,firman
1,flavius,flavious
1,fletcher,flecher
1,florence,florance
1,floyd,floid
1,floyd,floyed
1,forrest,forest
1,fountain,fount
1,frank,fancis
1,frank,fank
1,frank,fracis
1,frank,frak
1,frank,franc
1,frank,france
1,frank,frances
1,frank,francies
1,frank,francis
1,frank,franck
1,frank,frankdr
1,frank,franke
1,frank,frankey
1,frank,frankie
1,frank,franky
1,frank,frans
1,frank,fransis
1,frank,frantz
1,frank,franz
1,frank,stfrancis
1,franklin,fraklin
1,franklin,frankin
1,franklin,franklen
1,franklin,frankline
1,franklin,frankling
1,franklin,franklyn
1,franklin,franlin
1,frederick,fed
1,frederick,federick
1,frederick,federico
1,frederick,fedric
1,frederick,fedrick
1,frederick,frd
1,frederick,fread
1,frederick,fred
1,frederick,fredc
1,frederick,fredd
1,frederick,freddie
1,frederick,freddy
1,frederick,frede
1,frederick,frederck
1,frederick,fredereck
1,frederick,frederic
1,frederick,frederich
1,frederick,frederik
1,frederick,fredick
1,frederick,fredie
1,frederick,fredirick
1,frederick,fredk
1,frederick,fredr
1,frederick,fredreck
1,frederick,fredric
1,frederick,fredrich
1,frederick,fredrick
1,frederick,fredrik
1,frederick,fredy
1,frederick,frid
1,frederick,friderich
1,frederick,friderick
1,frederick,fridrich
1,frederick,fridrick
1,frederick,friederich
1,frederick,friederick
1,frederick,friedr
1,frederick,friedrich
1,frederick,friedrick
1,freeman,freman
1,fremont,freemont
1,gabriel,gabe
1,gabriel,gabrel
1,gabriel,gabrial
1,gabriel,gabril
1,garrett,garet
1,garrett,garret
1,garrett,garrit
1,garrett,gerrit
1,gary,garry
1,geoege,stgeoege
1,george,geo
1,george,geoge
1,george,geor
1,george,geore
1,george,georg
1,george,georga
1,george,georges
1,george,georgia
1,george,georgie
1,george,gerge
1,george,geroge
1,george,goerge
1,george,gorge
1,george,jeorge
1,george,stgeorg
1,george,stgeorge
1,george,stgeorges
1,gerald,gerry
1,gerald,jary
1,gerald,jerald
1,gerald,jerrie
1,gerald,jery
1,gideon,gid
1,gideon,giddeon
1,gideon,gidion
1,gilbert,gelbert
1,gilbert,gil
1,giles,jiles
1,glenn,glen
1,godfrey,godfred
1,godfrey,godfried
1,godfrey,godfry
1,godfrey,gotfried
1,godfrey,gottfred
1,gordon,gordan
1,gordon,gorden
1,gordon,grdon
1,gottlieb,godlieb
1,gottlieb,gotleb
1,gottlieb,gotleib
1,gottlieb,gotlib
1,gottlieb,gotlieb
1,gottlieb,gottleib
1,gottlieb,gottlib
1,gottlieb,gottlob
1,grafton,graftons
1,grant,grantu
1,granville,gran
1,granville,grandville
1,granville,granvil
1,granville,granvill
1,grayson,grey
1,greenberry,greenbery
1,gregory,greg
1,gregory,gregg
1,gregory,gregorio
1,griffin,griff
1,griffith,griffeth
1,gustave,gustaf
1,gustave,gustaff
1,gustave,gustav
1,gustave,gustof
1,gustave,gustoff
1,gustave,gustov
1,gustavus,gustavas
1,gustavus,gustaves
1,gustavus,gustavis
1,gustavus,gustavius
1,ham,hame
1,hamilton,hamelton
1,hampton,hamp
1,hampton,hamton
1,hannibal,hanibal
1,harden,hardin
1,harlan,harland
1,harlan,harlin
1,harlan,harlon
1,harley,harlie
1,harley,harly
1,harold,harald
1,harold,harrold
1,harold,herald
1,harris,haris
1,harrison,harison
1,harrison,harrisson
1,harvey,harva
1,harvey,harve
1,harvey,harvie
1,harvey,harvy
1,harvey,hervey
1,heinrich,heinrick
1,heinrich,henrich
1,heinrich,henrick
1,helmut,helmuth
1,hendrik,hendrick
1,henry,hal
1,henry,hank
1,henry,hanry
1,henry,harey
1,henry,harrey
1,henry,harrie
1,henry,harry
1,henry,hary
1,henry,hen
1,henry,henery
1,henry,heney
1,henry,hennry
1,henry,henny
1,henry,henrey
1,henry,henreyb
1,henry,henri
1,henry,henrie
1,henry,henryr
1,henry,heny
1,henry,herny
1,henry,herry
1,henry,hery
1,herbert,harbert
1,herbert,hebert
1,herbert,herbet
1,herbert,herbie
1,herbert,herburt
1,herbert,herby
1,herbert,hurbert
1,herbert,hurburt
1,herman,herm
1,herman,hermann
1,herman,hermen
1,herman,hermin
1,herman,hermon
1,herman,herrman
1,herman,herrmann
1,herman,hurman
1,herschel,hershal
1,herschel,hershel
1,hezekiah,hesakiah
1,hezekiah,hesekiah
1,hezekiah,hesikiah
1,hezekiah,hez
1,hezekiah,hezakiah
1,hezekiah,hezikiah
1,hezekiah,hezkiah
1,hillary,hilary
1,hillary,hilery
1,hillary,hillery
1,hillary,hillory
1,hillary,hilry
1,hippolyte,hypolite
1,hiram,hi
1,hiram,hirem
1,hiram,hiriam
1,hiram,hirom
1,hiram,hirum
1,hiram,hy
1,hiram,hyram
1,hiram,hyrum
1,horace,harace
1,horace,horas
1,horace,horice
1,horace,horis
1,horace,horrace
1,horace,horrice
1,horace,horris
1,horatio,horatia
1,hosea,hosa
1,hosea,hosey
1,hosea,hosia
1,hosea,hosie
1,howard,haward
1,howard,how
1,howard,howe
1,hudson,hutson
1,hugh,hew
1,hugh,hough
1,hugh,hue
1,hugh,huey
1,hugh,hughey
1,hugh,hughy
1,humphrey,humphry
1,humphrey,umphrey
1,iago,stiago
1,ignatius,ignace
1,ignatius,ignatious
1,ignatius,ignatus
1,ignatius,ignatz
1,ira,irah
1,ira,ire
1,irving,erving
1,isaac,iaac
1,isaac,ike
1,isaac,isaace
1,isaac,isaacjr
1,isaac,isaack
1,isaac,isaak
1,isaac,isac
1,isaac,isacc
1,isaac,isach
1,isaac,isack
1,isaac,isaic
1,isaac,isak
1,isaac,isiac
1,isaac,isic
1,isaac,isick
1,isaac,issaac
1,isaac,issac
1,isadore,isador
1,isadore,isidor
1,isadore,isidro
1,isah,isa
1,isah,isaah
1,isaiah,isiah
1,isam,isom
1,isam,ison
1,isam,isum
1,ishmael,ishmeal
1,israel,isarel
1,israel,iseral
1,israel,isral
1,israel,isreal
1,israel,isrel
1,israel,isrial
1,israel,isriel
1,ivan,ivin
1,ivy,ivey
1,jabez,jabes
1,jabez,jabus
1,jacob,jacb
1,jacob,jackob
1,jacob,jacobe
1,jacob,jacobo
1,jacob,jacop
1,jacob,jacub
1,jacob,jake
1,jacob,jakob
1,jacob,jocob
1,jacques,jaques
1,jago,stjago
1,james,gim
1,james,ja
1,james,jam
1,james,jame
1,james,jamesj
1,james,jamie
1,james,jamis
1,james,jams
1,james,jamy
1,james,janes
1,james,jas
1,james,jeames
1,james,jeams
1,james,jemes
1,james,jim
1,james,jimey
1,james,jimie
1,james,jimmey
1,james,jimmie
1,james,jimmy
1,james,jimy
1,james,jm
1,james,stjames
1,jane,jennie
1,japheth,japhet
1,jared,jarred
1,jared,jarret
1,jason,jasen
1,jasper,jaspar
1,jean,stjean
1,jedediah,jed
1,jedediah,jediah
1,jedidiah,jedediah
1,jefferson,jeferson
1,jeffrey,jef
1,jeffrey,jeff
1,jeffrey,jeffery
1,jeffrey,jeffie
1,jeffrey,jeffry
1,jehiel,jehial
1,jemima,jemmie
1,jephtha,jeptha
1,jeremiah,jeramiah
1,jeremiah,jeremia
1,jeremiah,jerimah
1,jeremiah,jerimiah
1,jeremiah,jermiah
1,jeremiah,jerre
1,jeremiah,jerremiah
1,jeremiah,jerrimiah
1,jeremiah,jerrymiah
1,jerome,gerome
1,jerome,jarome
1,jerome,jerom
1,jesse,jes
1,jesse,jese
1,jesse,jesee
1,jesse,jesey
1,jesse,jesie
1,jesse,jess
1,jesse,jessa
1,jesse,jessee
1,jesse,jessey
1,jesse,jessi
1,jesse,jessie
1,jesse,jessy
1,jesus,jesuss
1,jex,saintjex
1,joachim,joachin
1,joachim,joaquin
1,job,jobe
1,jody,jodie
1,joel,joal
1,joel,joell
1,johann,johan
1,johann,johon
1,johannes,johanas
1,johannes,johanes
1,johannes,johannas
1,john,captjohn
1,john,jac
1,john,jack
1,john,jahn
1,john,jehn
1,john,jhn
1,john,jhon
1,john,jn
1,john,jno
1,john,jnojr
1,john,jock
1,john,johm
1,john,johnc
1,john,johne
1,john,johney
1,john,johnie
1,john,johnjr
1,john,johnn
1,john,johnnd
1,john,johnney
1,john,johnnie
1,john,johnny
1,john,johnrd
1,john,johns
1,john,johnsr
1,john,johny
1,john,jon
1,john,jonn
1,john,jonnie
1,john,jonny
1,john,saintjohn
1,john,stjohn
1,jonah,jona
1,jonah,jonas
1,jonah,jonassr
1,jonathan,johathan
1,jonathan,johnathan
1,jonathan,johnathen
1,jonathan,johnathon
1,jonathan,johnithan
1,jonathan,johnothan
1,jonathan,jonathen
1,jonathan,jonathon
1,jonathan,jonethan
1,jonathan,jonithan
1,jonathan,jonothan
1,jordan,jerdon
1,jordan,jorden
1,jordan,jordon
1,jordan,jourdan
1,jordan,jourden
1,jose,josejesus
1,jose,josew
1,joseph,jaseph
1,joseph,jo
1,joseph,joe
1,joseph,joeph
1,joseph,joeseph
1,joseph,joesph
1,joseph,jos
1,joseph,josaph
1,joseph,josef
1,joseph,josep
1,joseph,josepf
1,joseph,josephe
1,joseph,josephfathr
1,joseph,josephine
1,joseph,josey
1,joseph,josheph
1,joseph,josie
1,joseph,josiph
1,joseph,josoph
1,joseph,jospeh
1,joseph,josph
1,joseph,jrs
1,joseph,saintjoseph
1,joseph,stjoseph
1,joshua,jashua
1,joshua,josh
1,joshua,joshaway
1,joshua,joshuay
1,joshua,josua
1,joshua,josuah
1,josiah,josias
1,julian,jul
1,julian,jule
1,julian,jules
1,julian,julia
1,julian,julien
1,julian,julies
1,julian,july
1,julian,stjulian
1,julian,stjulien
1,julius,juleus
1,julius,julias
1,julius,julio
1,julius,julious
1,julius,julis
1,julius,juluis
1,julius,julus
1,julius,stjulius
1,junius,junious
1,juste,stjuste
1,justin,gustin
1,justin,jus
1,kenneth,keneth
1,kenneth,kenny
1,kirby,kerby
1,klaus,claus
1,klaus,clause
1,klaus,klaas
1,knut,knud
1,knut,knudt
1,knut,knute
1,knut,nute
1,laban,laben
1,laban,labon
1,lacy,lacey
1,lafayette,fayett
1,lafayette,fayette
1,lafayette,lafaett
1,lafayette,lafaette
1,lafayette,lafayet
1,lafayette,lafayett
1,lafayette,lafe
1,lafayette,lafeyette
1,lafayette,lafyett
1,lafayette,lafyette
1,lafayette,layfaett
1,lafayette,layfaette
1,lafayette,layfayett
1,lafayette,layfayette
1,lafayette,layfette
1,landon,landen
1,langford,lang
1,laura,lora
1,laverne,lavern
1,lawrence,larance
1,lawrence,larence
1,lawrence,larrence
1,lawrence,larry
1,lawrence,lary
1,lawrence,laurance
1,lawrence,laurence
1,lawrence,laurens
1,lawrence,law
1,lawrence,lawerence
1,lawrence,lorance
1,lawrence,lorence
1,lawson,lauson
1,leah,lea
1,leander,leeander
1,ledger,stledger
1,lee,leelui
1,lemuel,lamuel
1,lemuel,lem
1,lemuel,lemiel
1,lemuel,lemual
1,lemuel,lemul
1,leon,leona
1,leon,leone
1,leon,leonrev
1,leon,stleon
1,leonard,leanard
1,leonard,leanord
1,leonard,len
1,leonard,lenard
1,leonard,lenn
1,leonard,lennard
1,leonard,lennie
1,leonard,lenny
1,leonard,lenoard
1,leonard,lenord
1,leonard,leny
1,leonard,leo
1,leonhard,leonhardt
1,leonidas,leonadas
1,leonidas,leonadus
1,leonidas,leonides
1,leonidas,leonidus
1,leopold,leapold
1,leopold,lepold
1,leroy,laroy
1,leroy,leeroy
1,leslie,lesley
1,leslie,lesly
1,leslie,lesslie
1,leung,leungchin
1,lewalte,saintlewalte
1,lewis,ii
1,lewis,leuis
1,lewis,lew
1,lewis,lewes
1,lewis,lewey
1,lewis,lewie
1,lewis,lewy
1,lewis,lois
1,lewis,loo
1,lewis,lou
1,lewis,loue
1,lewis,louey
1,lewis,loui
1,lewis,louie
1,lewis,louis
1,lewis,louisc
1,lewis,louise
1,lewis,louismw
1,lewis,louiss
1,lewis,lous
1,lewis,lowis
1,lewis,lu
1,lewis,lue
1,lewis,luey
1,lewis,luie
1,lewis,luis
1,lewis,saintlouis
